GO.ID	Description	p.Val	FDR	Phenotype	Genes
REAC:R-HSA-9022699	MECP2 regulates neuronal receptors and channels	0.7113289940222821	0.7113289940222821	+1	HDAC2,GPRIN1
REAC:R-HSA-180292	GAB1 signalosome	0.7113289940222821	0.7113289940222821	+1	CSK,PTPN11
REAC:R-HSA-1834941	STING mediated induction of host immune responses	0.7113289940222821	0.7113289940222821	+1	XRCC6,XRCC5
REAC:R-HSA-399954	Sema3A PAK dependent Axon repulsion	0.7113289940222821	0.7113289940222821	+1	HSP90AB1,HSP90AA1
REAC:R-HSA-9609507	Protein localization	0.7320887756967268	0.7320887756967268	+1	HSPD1,TYSND1,COA4,TIMM13,TOMM40,TIMM8B,ACOT2,TIMM50,CYC1,BCS1L,AGPS,ATP5MC1,COQ2
REAC:R-HSA-383280	Nuclear Receptor transcription pathway	0.7405515268754361	0.7405515268754361	+1	RARG,VDR,THRB,NCOR2
REAC:R-HSA-3899300	SUMOylation of transcription cofactors	0.7405515268754361	0.7405515268754361	+1	NPM1,CBX2,TRIM28,NCOR2
REAC:R-HSA-9609646	HCMV Infection	0.7470426052569012	0.7470426052569012	+1	NDC1,TRIM28,TPR,NUP210,TUBA1B,NUP107,NUP188,NUP85,RBBP4,NUP62,AAAS,NUP93,NCOR2
REAC:R-HSA-71406	Pyruvate metabolism and Citric Acid (TCA) cycle	0.7489673360136657	0.7489673360136657	+1	LDHB,SDHB,LDHA,DLST,IDH2
REAC:R-HSA-1650814	Collagen biosynthesis and modifying enzymes	0.7505954639231105	0.7505954639231105	+1	PCOLCE,COL3A1,COL1A1,COL8A1,COL15A1,PPIB
REAC:R-HSA-674695	RNA Polymerase II Pre-transcription Events	0.7505954639231105	0.7505954639231105	+1	SSRP1,TCEA1,NELFCD,SUPT16H,TAF9,TAF9B,GTF2H3
REAC:R-HSA-3928664	Ephrin signaling	0.7561632968168384	0.7561632968168384	+1	EFNB2,GIT1
REAC:R-HSA-5654720	PI-3K cascade:FGFR4	0.7561632968168384	0.7561632968168384	+1	FGFR4,PTPN11
REAC:R-HSA-167044	Signalling to RAS	0.7561632968168384	0.7561632968168384	+1	SHC1,MAPKAPK3
REAC:R-HSA-199220	Vitamin B5 (pantothenate) metabolism	0.7561632968168384	0.7561632968168384	+1	FASN,AASDHPPT
REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	0.7561632968168384	0.7561632968168384	+1	SHC1,HSP90AA1
REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	0.7561632968168384	0.7561632968168384	+1	SHC1,HSP90AA1
REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	0.7620577227987578	0.7620577227987578	+1	ACTG1,AHCYL1,AKT2,MAPKAPK3,MLST8,WASF1,HSP90AA1,BRK1
REAC:R-HSA-3214815	HDACs deacetylate histones	0.7620577227987578	0.7620577227987578	+1	KDM1A,CHD4,HDAC2,RBBP4,MTA1,CHD3,RCOR1,NCOR2
REAC:R-HSA-3769402	Deactivation of the beta-catenin transactivating complex	0.7620577227987578	0.7620577227987578	+1	BCL9,AKT2,PYGO2,TLE4
REAC:R-HSA-8939256	RUNX1 regulates transcription of genes involved in WNT signaling	0.7670019973690846	0.7670019973690846	+1	RSPO3
REAC:R-HSA-166187	Mitochondrial Uncoupling	0.7670019973690846	0.7670019973690846	+1	UCP2
REAC:R-HSA-3000484	Scavenging by Class F Receptors	0.7670019973690846	0.7670019973690846	+1	HSP90AA1
REAC:R-HSA-8849470	PTK6 Regulates Cell Cycle	0.7670019973690846	0.7670019973690846	+1	CDK4
REAC:R-HSA-1237112	Methionine salvage pathway	0.7670019973690846	0.7670019973690846	+1	MTAP
REAC:R-HSA-8874081	MET activates PTK2 signaling	0.7670019973690846	0.7670019973690846	+1	COL3A1,LAMC3,COL1A1
REAC:R-HSA-8964572	Lipid particle organization	0.7670019973690846	0.7670019973690846	+1	HILPDA
REAC:R-HSA-8964208	Phenylalanine metabolism	0.7670019973690846	0.7670019973690846	+1	PCBD1
REAC:R-HSA-5676934	Protein repair	0.7670019973690846	0.7670019973690846	+1	MSRB3
REAC:R-HSA-193670	p75NTR negatively regulates cell cycle via SC1	0.7670019973690846	0.7670019973690846	+1	HDAC2
REAC:R-HSA-9645135	STAT5 Activation	0.7670019973690846	0.7670019973690846	+1	PTPN11
REAC:R-HSA-446199	Synthesis of Dolichyl-phosphate	0.7670019973690846	0.7670019973690846	+1	MVD
REAC:R-HSA-9619229	Activation of RAC1 downstream of NMDARs	0.7670019973690846	0.7670019973690846	+1	GIT1
REAC:R-HSA-1614517	Sulfide oxidation to sulfate	0.7670019973690846	0.7670019973690846	+1	SLC25A10
REAC:R-HSA-9022537	Loss of MECP2 binding ability to the NCoR/SMRT complex	0.7670019973690846	0.7670019973690846	+1	NCOR2
REAC:R-HSA-69615	G1/S DNA Damage Checkpoints	0.7670019973690846	0.7670019973690846	+1	CCNA2,CHEK1,CDC25A,PSMD3,CDKN2A,ATM
REAC:R-HSA-5626978	TNFR1-mediated ceramide production	0.7670019973690846	0.7670019973690846	+1	RACK1
REAC:R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	0.7829873499061647	0.7829873499061647	+1	SHC1,HSP90AA1
REAC:R-HSA-1368082	RORA activates gene expression	0.7829873499061647	0.7829873499061647	+1	SREBF1,CARM1
REAC:R-HSA-163210	Formation of ATP by chemiosmotic coupling	0.7829873499061647	0.7829873499061647	+1	ATP5MC2,ATP5MC1
REAC:R-HSA-3232118	SUMOylation of transcription factors	0.7829873499061647	0.7829873499061647	+1	MTA1,CDKN2A
REAC:R-HSA-5654712	FRS-mediated FGFR4 signaling	0.7829873499061647	0.7829873499061647	+1	FGFR4,PTPN11
REAC:R-HSA-112382	Formation of RNA Pol II elongation complex 	0.7963267939092	0.7963267939092	+1	SSRP1,TCEA1,NELFCD,SUPT16H,GTF2H3
REAC:R-HSA-75955	RNA Polymerase II Transcription Elongation	0.7963267939092	0.7963267939092	+1	SSRP1,TCEA1,NELFCD,SUPT16H,GTF2H3
REAC:R-HSA-447115	Interleukin-12 family signaling	0.7963267939092	0.7963267939092	+1	LMNB1,HNRNPDL,HNRNPA2B1,MTAP,IL27RA
REAC:R-HSA-389356	CD28 co-stimulation	0.7963267939092	0.7963267939092	+1	AKT2,PIK3R3,MLST8
REAC:R-HSA-8956319	Nucleotide catabolism	0.7963267939092	0.7963267939092	+1	GDA,DNPH1,NUDT15
REAC:R-HSA-3371497	HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand	0.7963267939092	0.7963267939092	+1	FKBP4,HSP90AB1,TUBA1B,HSP90AA1,PTGES3
REAC:R-HSA-8948216	Collagen chain trimerization	0.7977371849929817	0.7977371849929817	+1	COL3A1,COL1A1,COL8A1,COL15A1
REAC:R-HSA-2660825	Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	0.8221513333820196	0.8221513333820196	+1	JAG2
REAC:R-HSA-351202	Metabolism of polyamines	0.8221513333820196	0.8221513333820196	+1	ODC1,SRM,PSMD3,SMS,AGMAT
REAC:R-HSA-5625900	RHO GTPases activate CIT	0.8221513333820196	0.8221513333820196	+1	KIF14,CIT
REAC:R-HSA-5626467	RHO GTPases activate IQGAPs	0.8221513333820196	0.8221513333820196	+1	ACTG1,TUBA1B,IQGAP3
REAC:R-HSA-5652084	Fructose metabolism	0.8221513333820196	0.8221513333820196	+1	SORD
REAC:R-HSA-199920	CREB phosphorylation	0.8221513333820196	0.8221513333820196	+1	RPS6KA1
REAC:R-HSA-110357	Displacement of DNA glycosylase by APEX1	0.8221513333820196	0.8221513333820196	+1	APEX1
REAC:R-HSA-111471	Apoptotic factor-mediated response	0.8221513333820196	0.8221513333820196	+1	C1QBP,CDKN2A
REAC:R-HSA-420597	Nectin/Necl  trans heterodimerization	0.8221513333820196	0.8221513333820196	+1	NECTIN1
REAC:R-HSA-418990	Adherens junctions interactions	0.8221513333820196	0.8221513333820196	+1	CDH24,ACTG1,NECTIN1
REAC:R-HSA-1445148	Translocation of SLC2A4 (GLUT4) to the plasma membrane	0.8221513333820196	0.8221513333820196	+1	ACTG1,TUBA1B,TBC1D4,AKT2,YWHAH,SFN
REAC:R-HSA-447038	NrCAM interactions	0.8221513333820196	0.8221513333820196	+1	DLG3
REAC:R-HSA-3134963	DEx/H-box helicases activate type I IFN and inflammatory cytokines production 	0.8221513333820196	0.8221513333820196	+1	DHX9
REAC:R-HSA-9013419	RHOT2 GTPase cycle	0.8221513333820196	0.8221513333820196	+1	MYO19
REAC:R-HSA-444257	RSK activation	0.8221513333820196	0.8221513333820196	+1	RPS6KA1
REAC:R-HSA-8941332	RUNX2 regulates genes involved in cell migration	0.8221513333820196	0.8221513333820196	+1	AKT2
REAC:R-HSA-3371599	Defective HLCS causes multiple carboxylase deficiency	0.8221513333820196	0.8221513333820196	+1	ACACA
REAC:R-HSA-8848584	Wax and plasmalogen biosynthesis	0.8221513333820196	0.8221513333820196	+1	AGPS
REAC:R-HSA-73943	Reversal of alkylation damage by DNA dioxygenases	0.8221513333820196	0.8221513333820196	+1	ALKBH2
REAC:R-HSA-74751	Insulin receptor signalling cascade	0.8221513333820196	0.8221513333820196	+1	FGFR4,AKT2,SHC1,PTPN11
REAC:R-HSA-9635465	Suppression of apoptosis	0.8221513333820196	0.8221513333820196	+1	SFPQ
REAC:R-HSA-2660826	Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	0.8221513333820196	0.8221513333820196	+1	JAG2
REAC:R-HSA-9610379	HCMV Late Events	0.8251870551993613	0.8251870551993613	+1	NDC1,TPR,NUP210,NUP107,NUP188,NUP85,NUP62,AAAS,NUP93
REAC:R-HSA-192105	Synthesis of bile acids and bile salts	0.8476962078123009	0.8476962078123009	+1	AKR1C2,AKR1C1,SLC27A5
REAC:R-HSA-6803204	TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	0.8506364357890572	0.8506364357890572	+1	STEAP3,ATM
REAC:R-HSA-389513	CTLA4 inhibitory signaling	0.8506364357890572	0.8506364357890572	+1	AKT2,PTPN11
REAC:R-HSA-9758890	Transport of RCbl within the body	0.8527114998993508	0.8527114998993508	+1	CD320
REAC:R-HSA-2142670	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)	0.8527114998993508	0.8527114998993508	+1	CYP1B1
REAC:R-HSA-8849932	Synaptic adhesion-like molecules	0.8527114998993508	0.8527114998993508	+1	DLG3,PTPRD
REAC:R-HSA-392154	Nitric oxide stimulates guanylate cyclase	0.8527114998993508	0.8527114998993508	+1	PDE1A,GUCY1A2
REAC:R-HSA-428890	Role of ABL in ROBO-SLIT signaling	0.8527114998993508	0.8527114998993508	+1	ROBO1
REAC:R-HSA-9620244	Long-term potentiation	0.8527114998993508	0.8527114998993508	+1	DLG3,NRGN
REAC:R-HSA-9726840	SHOC2 M1731 mutant abolishes MRAS complex function	0.8527114998993508	0.8527114998993508	+1	PPP1CC
REAC:R-HSA-8862803	Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models	0.8527114998993508	0.8527114998993508	+1	LMNB1,CDC25A
REAC:R-HSA-73942	DNA Damage Reversal	0.8527114998993508	0.8527114998993508	+1	ALKBH2
REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	0.8527114998993508	0.8527114998993508	+1	SHC1,HSP90AA1
REAC:R-HSA-112411	MAPK1 (ERK2) activation	0.8527114998993508	0.8527114998993508	+1	PTPN11
REAC:R-HSA-70921	Histidine catabolism	0.8527114998993508	0.8527114998993508	+1	CARNMT1
REAC:R-HSA-3656244	Defective B4GALT1 causes B4GALT1-CDG (CDG-2d)	0.8527114998993508	0.8527114998993508	+1	LUM
REAC:R-HSA-3323169	Defects in biotin (Btn) metabolism	0.8527114998993508	0.8527114998993508	+1	ACACA
REAC:R-HSA-3595174	Defective CHST14 causes EDS, musculocontractural type	0.8527114998993508	0.8527114998993508	+1	DCN
REAC:R-HSA-3595172	Defective CHST3 causes SEDCJD	0.8527114998993508	0.8527114998993508	+1	DCN
REAC:R-HSA-201688	WNT mediated activation of DVL	0.8527114998993508	0.8527114998993508	+1	CSNK2A1
REAC:R-HSA-3656225	Defective CHST6 causes MCDC1	0.8527114998993508	0.8527114998993508	+1	LUM
REAC:R-HSA-3656243	Defective ST3GAL3 causes MCT12 and EIEE15	0.8527114998993508	0.8527114998993508	+1	LUM
REAC:R-HSA-381038	XBP1(S) activates chaperone genes	0.8527114998993508	0.8527114998993508	+1	SHC1,DDX11,TSPYL2,HDGF
REAC:R-HSA-2046105	Linoleic acid (LA) metabolism	0.8527114998993508	0.8527114998993508	+1	FADS1
REAC:R-HSA-3000178	ECM proteoglycans	0.8527114998993508	0.8527114998993508	+1	DCN,LUM,COL3A1,TNC,COL1A1,LRP4
REAC:R-HSA-9660537	Signaling by MRAS-complex mutants	0.8527114998993508	0.8527114998993508	+1	PPP1CC
REAC:R-HSA-8951430	RUNX3 regulates WNT signaling	0.8527114998993508	0.8527114998993508	+1	MYC
REAC:R-HSA-9017802	Noncanonical activation of NOTCH3	0.8527114998993508	0.8527114998993508	+1	YBX1
REAC:R-HSA-9726842	Gain-of-function MRAS complexes activate RAF signaling	0.8527114998993508	0.8527114998993508	+1	PPP1CC
REAC:R-HSA-5362798	Release of Hh-Np from the secreting cell	0.8527114998993508	0.8527114998993508	+1	NOTUM
REAC:R-HSA-428543	Inactivation of CDC42 and RAC1	0.8527114998993508	0.8527114998993508	+1	ROBO1
REAC:R-HSA-4411364	Binding of TCF/LEF:CTNNB1 to target gene promoters	0.8527114998993508	0.8527114998993508	+1	MYC
REAC:R-HSA-9020591	Interleukin-12 signaling	0.8527114998993508	0.8527114998993508	+1	LMNB1,HNRNPDL,HNRNPA2B1,MTAP
REAC:R-HSA-6787450	tRNA modification in the mitochondrion	0.8527114998993508	0.8527114998993508	+1	GTPBP3
REAC:R-HSA-3595177	Defective CHSY1 causes TPBS	0.8527114998993508	0.8527114998993508	+1	DCN
REAC:R-HSA-68689	CDC6 association with the ORC:origin complex	0.8527114998993508	0.8527114998993508	+1	ORC1
REAC:R-HSA-442729	CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde	0.8527114998993508	0.8527114998993508	+1	KPNA2
REAC:R-HSA-72731	Recycling of eIF2:GDP	0.8527114998993508	0.8527114998993508	+1	EIF2B1
REAC:R-HSA-8863678	Neurodegenerative Diseases	0.8527114998993508	0.8527114998993508	+1	LMNB1,CDC25A
REAC:R-HSA-9008059	Interleukin-37 signaling	0.8527114998993508	0.8527114998993508	+1	PTPN11,PTPN2
REAC:R-HSA-418886	Netrin mediated repulsion signals	0.8527114998993508	0.8527114998993508	+1	PTPN11
REAC:R-HSA-1474290	Collagen formation	0.8527114998993508	0.8527114998993508	+1	PCOLCE,COL3A1,COL1A1,COL8A1,LOX,COL15A1,PPIB
REAC:R-HSA-8951671	RUNX3 regulates YAP1-mediated transcription	0.8527114998993508	0.8527114998993508	+1	TEAD2
REAC:R-HSA-9006936	Signaling by TGFB family members	0.8527114998993508	0.8527114998993508	+1	MYC,PARP1,PPP1CC,TGIF2,TFDP2,UCHL5,MTMR4,TFDP1,NCOR2
REAC:R-HSA-9715370	Miro GTPase Cycle	0.8527114998993508	0.8527114998993508	+1	MYO19
REAC:R-HSA-438064	Post NMDA receptor activation events	0.8636209784204928	0.8636209784204928	+1	TUBA1B,KPNA2,DLG3,NRGN,GIT1,RPS6KA1
REAC:R-HSA-194138	Signaling by VEGF	0.8659229373699445	0.8659229373699445	+1	ACTG1,AHCYL1,AKT2,MAPKAPK3,MLST8,WASF1,HSP90AA1,BRK1
REAC:R-HSA-5663213	RHO GTPases Activate WASPs and WAVEs	0.8659229373699445	0.8659229373699445	+1	ACTG1,WASF1,BRK1
REAC:R-HSA-6802948	Signaling by high-kinase activity BRAF mutants	0.8659229373699445	0.8659229373699445	+1	PEBP1,ACTG1,CSK
REAC:R-HSA-114604	GPVI-mediated activation cascade	0.8659229373699445	0.8659229373699445	+1	COL1A1,PIK3R3,PTPN11
REAC:R-HSA-3928665	EPH-ephrin mediated repulsion of cells	0.8724082255928395	0.8724082255928395	+1	ACTG1,DNM1,EFNB2,EPHA7
REAC:R-HSA-381070	IRE1alpha activates chaperones	0.8724082255928395	0.8724082255928395	+1	SHC1,DDX11,TSPYL2,HDGF
REAC:R-HSA-5654716	Downstream signaling of activated FGFR4	0.8804236965798398	0.8804236965798398	+1	FGFR4,PTPN11
REAC:R-HSA-5654687	Downstream signaling of activated FGFR1	0.8804236965798398	0.8804236965798398	+1	FLRT3,PTPN11
REAC:R-HSA-73772	RNA Polymerase I Promoter Escape	0.8804236965798398	0.8804236965798398	+1	H2AX,H2AZ1,UBTF,H3-3B,POLR1E,POLR1B,GTF2H3
REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	0.8804236965798398	0.8804236965798398	+1	SHC1,HSP90AA1
REAC:R-HSA-112409	RAF-independent MAPK1/3 activation	0.8804236965798398	0.8804236965798398	+1	CDK1,PTPN11
REAC:R-HSA-9613829	Chaperone Mediated Autophagy	0.8804236965798398	0.8804236965798398	+1	HSP90AB1,HSP90AA1
REAC:R-HSA-3296482	Defects in vitamin and cofactor metabolism	0.8804236965798398	0.8804236965798398	+1	CD320,ACACA
REAC:R-HSA-9029569	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	0.8868467939212352	0.8868467939212352	+1	KDM1A,KDM1B,NCOR2
REAC:R-HSA-109704	PI3K Cascade	0.8868467939212352	0.8868467939212352	+1	FGFR4,AKT2,PTPN11
REAC:R-HSA-9607240	FLT3 Signaling	0.8868467939212352	0.8868467939212352	+1	AKT2,CSK,PTPN11
REAC:R-HSA-1300642	Sperm Motility And Taxes	0.8877957695210652	0.8877957695210652	+1	KCNU1
REAC:R-HSA-2142816	Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)	0.8877957695210652	0.8877957695210652	+1	CYP1B1
REAC:R-HSA-8934903	Receptor Mediated Mitophagy	0.8877957695210652	0.8877957695210652	+1	CSNK2A1
REAC:R-HSA-2586552	Signaling by Leptin	0.8877957695210652	0.8877957695210652	+1	PTPN11
REAC:R-HSA-5687613	Diseases associated with surfactant metabolism	0.8877957695210652	0.8877957695210652	+1	ABCA3
REAC:R-HSA-74749	Signal attenuation	0.8877957695210652	0.8877957695210652	+1	SHC1
REAC:R-HSA-8948747	Regulation of PTEN localization	0.8877957695210652	0.8877957695210652	+1	PTEN
REAC:R-HSA-5655291	Signaling by FGFR4 in disease	0.8877957695210652	0.8877957695210652	+1	FGFR4
REAC:R-HSA-5654738	Signaling by FGFR2	0.8877957695210652	0.8877957695210652	+1	HNRNPA1,PTBP1,HNRNPM,HNRNPH1,PTPN11
REAC:R-HSA-5617472	Activation of anterior HOX genes in hindbrain development during early embryogenesis	0.8877957695210652	0.8877957695210652	+1	H2AX,H2AZ1,YY1,PBX1,H3-3B,RBBP4,WDR5,RARG,CTCF
REAC:R-HSA-8983711	OAS antiviral response	0.8877957695210652	0.8877957695210652	+1	ABCE1
REAC:R-HSA-428542	Regulation of commissural axon pathfinding by SLIT and ROBO	0.8877957695210652	0.8877957695210652	+1	ROBO1
REAC:R-HSA-9623433	NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis	0.8877957695210652	0.8877957695210652	+1	NCOR2
REAC:R-HSA-5619507	Activation of HOX genes during differentiation	0.8877957695210652	0.8877957695210652	+1	H2AX,H2AZ1,YY1,PBX1,H3-3B,RBBP4,WDR5,RARG,CTCF
REAC:R-HSA-5693606	DNA Double Strand Break Response	0.8877957695210652	0.8877957695210652	+1	H2AX,BRCA1,NSD2,KPNA2,NBN,ATM
REAC:R-HSA-9028731	Activated NTRK2 signals through FRS2 and FRS3	0.8877957695210652	0.8877957695210652	+1	PTPN11
REAC:R-HSA-8943723	Regulation of PTEN mRNA translation	0.8877957695210652	0.8877957695210652	+1	PTEN
REAC:R-HSA-203927	MicroRNA (miRNA) biogenesis	0.8933312827758032	0.8933312827758032	+1	RAN,XPO5
REAC:R-HSA-9013424	RHOV GTPase cycle	0.8933312827758032	0.8933312827758032	+1	WDR6,DEPDC1B,GIT1
REAC:R-HSA-1643713	Signaling by EGFR in Cancer	0.8933312827758032	0.8933312827758032	+1	SHC1,HSP90AA1
REAC:R-HSA-9013407	RHOH GTPase cycle	0.8933312827758032	0.8933312827758032	+1	DBN1,TUBA1B,CSK
REAC:R-HSA-450302	activated TAK1 mediates p38 MAPK activation	0.8933312827758032	0.8933312827758032	+1	MAPKAPK3,IRAK1
REAC:R-HSA-913531	Interferon Signaling	0.8933312827758032	0.8933312827758032	+1	NDC1,TPR,NUP210,NUP107,TRIM14,KPNA2,NUP188,NUP85,PTPN11,NUP62,AAAS,KPNB1,ABCE1,NUP93
REAC:R-HSA-1912408	Pre-NOTCH Transcription and Translation	0.8933312827758032	0.8933312827758032	+1	H2AX,H2AZ1,H3-3B,KAT2A,TFDP2,TFDP1,E2F1
REAC:R-HSA-9614085	FOXO-mediated transcription	0.9129191914898681	0.9129191914898681	+1	AKT2,SREBF1,HDAC2,CCNG2,SFN
REAC:R-HSA-1912422	Pre-NOTCH Expression and Processing	0.9150558221842529	0.9150558221842529	+1	H2AX,H2AZ1,H3-3B,KAT2A,TFDP2,TMED2,TFDP1,E2F1
REAC:R-HSA-389977	Post-chaperonin tubulin folding pathway	0.9150558221842529	0.9150558221842529	+1	TBCD,TUBA1B
REAC:R-HSA-8866904	Negative regulation of activity of TFAP2 (AP-2) family transcription factors	0.9150558221842529	0.9150558221842529	+1	KCTD15
REAC:R-HSA-9634638	Estrogen-dependent nuclear events downstream of ESR-membrane signaling	0.9150558221842529	0.9150558221842529	+1	AKT2,SRF
REAC:R-HSA-9702518	STAT5 activation downstream of FLT3 ITD mutants	0.9150558221842529	0.9150558221842529	+1	PTPN11
REAC:R-HSA-76009	Platelet Aggregation (Plug Formation)	0.9150558221842529	0.9150558221842529	+1	COL1A1,CSK,SHC1
REAC:R-HSA-451308	Activation of Ca-permeable Kainate Receptor	0.9150558221842529	0.9150558221842529	+1	DLG3
REAC:R-HSA-451306	Ionotropic activity of kainate receptors	0.9150558221842529	0.9150558221842529	+1	DLG3
REAC:R-HSA-419812	Calcitonin-like ligand receptors	0.9150558221842529	0.9150558221842529	+1	ADM2
REAC:R-HSA-975578	Reactions specific to the complex N-glycan synthesis pathway	0.9150558221842529	0.9150558221842529	+1	MAN2A1
REAC:R-HSA-8979227	Triglyceride metabolism	0.9150558221842529	0.9150558221842529	+1	FABP5,PPP1CC,GPD2
REAC:R-HSA-9754560	SARS-CoV-2 modulates autophagy	0.9150558221842529	0.9150558221842529	+1	TUFM
REAC:R-HSA-70635	Urea cycle	0.9150558221842529	0.9150558221842529	+1	CPS1
REAC:R-HSA-112311	Neurotransmitter clearance	0.9150558221842529	0.9150558221842529	+1	COMT
REAC:R-HSA-388841	Costimulation by the CD28 family	0.9150558221842529	0.9150558221842529	+1	AKT2,CSK,PIK3R3,MLST8,PTPN11
REAC:R-HSA-389948	PD-1 signaling	0.9150558221842529	0.9150558221842529	+1	CSK,PTPN11
REAC:R-HSA-8868766	rRNA processing in the mitochondrion	0.9150558221842529	0.9150558221842529	+1	ELAC2
REAC:R-HSA-428643	Organic anion transporters	0.9150558221842529	0.9150558221842529	+1	SLC25A10
REAC:R-HSA-198693	AKT phosphorylates targets in the nucleus	0.9150558221842529	0.9150558221842529	+1	AKT2
REAC:R-HSA-4090294	SUMOylation of intracellular receptors	0.9150558221842529	0.9150558221842529	+1	VDR,THRB
REAC:R-HSA-111932	CaMK IV-mediated phosphorylation of CREB	0.9150558221842529	0.9150558221842529	+1	KPNA2
REAC:R-HSA-399997	Acetylcholine regulates insulin secretion	0.9150558221842529	0.9150558221842529	+1	MARCKS
REAC:R-HSA-1234158	Regulation of gene expression by Hypoxia-inducible Factor	0.9150558221842529	0.9150558221842529	+1	CA9
REAC:R-HSA-190861	Gap junction assembly	0.9150558221842529	0.9150558221842529	+1	TUBA1B,GJC2,GJC1
REAC:R-HSA-112399	IRS-mediated signalling	0.9211867658681657	0.9211867658681657	+1	FGFR4,AKT2,PTPN11
REAC:R-HSA-1433557	Signaling by SCF-KIT	0.9211867658681657	0.9211867658681657	+1	CHEK1,PIK3R3,PTPN11
REAC:R-HSA-5674135	MAP2K and MAPK activation	0.9211867658681657	0.9211867658681657	+1	PEBP1,ACTG1,CSK
REAC:R-HSA-9013420	RHOU GTPase cycle	0.9211867658681657	0.9211867658681657	+1	WDR6,DEPDC1B,GIT1
REAC:R-HSA-140877	Formation of Fibrin Clot (Clotting Cascade)	0.9211867658681657	0.9211867658681657	+1	TFPI,C1QBP,F2R
REAC:R-HSA-5620912	Anchoring of the basal body to the plasma membrane	0.9293208411724398	0.9293208411724398	+1	CDK1,PLK1,TUBB,NEK2,CEP131,HSP90AA1,CEP192
REAC:R-HSA-8936459	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	0.9293208411724398	0.9293208411724398	+1	H2AX,H2AZ1,PRMT6,PRMT1,H3-3B,KMT2A,WDR5
REAC:R-HSA-5620924	Intraflagellar transport	0.933618473376779	0.933618473376779	+1	TUBA1B,DYNC2H1,DYNC2I2,IFT46
REAC:R-HSA-8875878	MET promotes cell motility	0.942449200315496	0.942449200315496	+1	COL3A1,LAMC3,COL1A1
REAC:R-HSA-9005895	Pervasive developmental disorders	0.942449200315496	0.942449200315496	+1	NCOR2
REAC:R-HSA-171007	p38MAPK events	0.942449200315496	0.942449200315496	+1	MAPKAPK3
REAC:R-HSA-9697154	Disorders of Nervous System Development	0.942449200315496	0.942449200315496	+1	NCOR2
REAC:R-HSA-9675151	Disorders of Developmental Biology	0.942449200315496	0.942449200315496	+1	NCOR2
REAC:R-HSA-430116	GP1b-IX-V activation signalling	0.942449200315496	0.942449200315496	+1	COL1A1
REAC:R-HSA-5607763	CLEC7A (Dectin-1) induces NFAT activation	0.942449200315496	0.942449200315496	+1	AHCYL1
REAC:R-HSA-210990	PECAM1 interactions	0.942449200315496	0.942449200315496	+1	PTPN11
REAC:R-HSA-196780	Biotin transport and metabolism	0.942449200315496	0.942449200315496	+1	ACACA
